Airport ID;Name;City;Country;IATA/FAA;ICAO;Latitude;Longitude;Altitude;Timezone;DST;Tz database time zone
5525;Nakina Airport;Nakina;Canada;YQN;CYQN;50.182.777;-86.696.388;1057;-5;A;America/Toronto
5524;The Pas Airport;The Pas;Canada;YQD;CYQD;539.714;-101.091;887;-6;A;America/Winnipeg
5523;Powell River Airport;Powell River;Canada;YPW;CYPW;498.342;-124.5;425;-8;A;America/Vancouver
5522;Peawanuck Airport;Peawanuck;Canada;YPO;CYPO;549.881;-854.433;173;-5;A;America/Toronto
5521;Pikangikum Airport;Pikangikum;Canada;YPM;CYPM;518.197;-939.733;1114;-6;A;America/Winnipeg
5520;Inukjuak Airport;Inukjuak;Canada;YPH;CYPH;584.719;-780.769;83;-5;A;America/Toronto
5519;Oxford House Airport;Oxford House;Canada;YOH;CYOH;549.333;-952.789;663;-6;A;America/Winnipeg
5518;Points North Landing Airport;Points North Landing;Canada;YNL;CYNL;582.767;-104.082;1605;-6;N;America/Regina
5517;Norway House Airport;Norway House;Canada;YNE;CYNE;539.583;-978.442;734;-6;A;America/Winnipeg
5516;Wemindji Airport;Wemindji;Canada;YNC;CYNC;530.106;-788.311;66;-5;A;America/Toronto
5515;Umiujaq Airport;Umiujaq;Canada;YUD;CYMU;565.361;-765.183;250;-5;A;America/Toronto
5514;Chapais Airport;Chibougamau;Canada;YMT;CYMT;497.719;-745.281;1270;-5;A;America/Toronto
5513;Mary's Harbour Airport;Mary's Harbour;Canada;YMH;CYMH;523.028;-558.472;38;-3.5;A;America/St_Johns
5512;Kangiqsualujjuaq (Georges River) Airport;Kangiqsualujjuaq;Canada;XGR;CYLU;587.114;-659.928;215;-5;A;America/Toronto
5511;Lutselk'e Airport;Lutselk'e;Canada;YSG;CYLK;624.183;-110.682;596;-7;A;America/Edmonton
5510;Lansdowne House Airport;Lansdowne House;Canada;YLH;CYLH;521.956;-879.342;834;-5;A;America/Toronto
5509;Kimmirut Airport;Kimmirut;Canada;YLC;CYLC;62.85;-698.833;175;-5;A;America/Toronto
5508;Aupaluk Airport;Aupaluk;Canada;YPJ;CYLA;592.967;-695.997;119;-5;A;America/Toronto
5507;Waskaganish Airport;Waskaganish;Canada;YKQ;CYKQ;514.733;-787.583;80;-5;A;America/Toronto
5506;Akulivik Airport;Akulivik;Canada;AKV;CYKO;608.186;-781.486;75;-5;A;America/Toronto
5505;Island Lake Airport;Island Lake;Canada;YIV;CYIV;538.572;-946.536;770;-6;A;America/Winnipeg
5504;Ivujivik Airport;Ivujivik;Canada;YIK;CYIK;624.173;-779.253;126;-5;A;America/Toronto
5503;Chevery Airport;Chevery;Canada;YHR;CYHR;504.689;-596.367;39;-4;A;America/Blanc-Sablon
5502;Hopedale Airport;Hopedale;Canada;YHO;CYHO;554.483;-602.286;39;-4;A;America/Halifax
5501;Nemiscau Airport;Nemiscau;Canada;YNS;CYHH;516.911;-761.356;802;-5;A;America/Toronto
5500;Vancouver Harbour Water Airport;Vancouver;Canada;YHC;CYHC;492.944;-123.111;0;-8;A;America/Vancouver
5499;Quaqtaq Airport;Quaqtaq;Canada;YQC;CYHA;610.464;-696.178;103;-5;A;America/Toronto
5498;Grise Fiord Airport;Grise Fiord;Canada;YGZ;CYGZ;764.261;-829.092;146;-5;A;America/Toronto
5497;Gillam Airport;Gillam;Canada;YGX;CYGX;563.575;-947.106;476;-6;A;America/Winnipeg
5496;Kuujjuarapik Airport;Kuujjuarapik;Canada;YGW;CYGW;552.819;-777.653;34;-5;A;America/Toronto
5495;Igloolik Airport;Igloolik;Canada;YGT;CYGT;693.647;-818.161;174;-5;A;America/Toronto
5494;Gods Lake Narrows Airport;Gods Lake Narrows;Canada;YGO;CYGO;545.589;-944.914;617;-6;A;America/Winnipeg
5493;Texada Gillies Bay Airport;Texada;Canada;YGB;CYGB;496.942;-124.518;326;-8;A;America/Vancouver
5492;Makkovik Airport;Makkovik;Canada;YMN;CYFT;550.769;-591.864;234;-4;A;America/Halifax
5491;Fort Hope Airport;Fort Hope;Canada;YFH;CYFH;515.619;-879.078;899;-5;A;America/Toronto
5490;Fort Albany Airport;Fort Albany;Canada;YFA;CYFA;522.014;-816.969;48;-5;A;America/Toronto
5489;Fort Severn Airport;Fort Severn;Canada;YER;CYER;560.189;-876.761;48;-5;A;America/Toronto
5488;Nain Airport;Nain;Canada;YDP;CYDP;565.492;-616.803;22;-4;A;America/Halifax
5487;Chesterfield Inlet Airport;Chesterfield Inlet;Canada;YCS;CYCS;633.469;-907.311;32;-6;A;America/Winnipeg
5486;Cartwright Airport;Cartwright;Canada;YRF;CYCA;536.828;-570.419;40;-4;A;America/Halifax
5485;Lourdes De Blanc Sablon Airport;Lourdes-De-Blanc-Sablon;Canada;YBX;CYBX;514.436;-571.853;121;-4;A;America/Blanc-Sablon
5484;Uranium City Airport;Uranium City;Canada;YBE;CYBE;595.614;-108.481;1044;-6;N;America/Regina
5483;Lac Du Bonnet Airport;Lac Du Bonnet;Canada;;CYAX;502.944;-96.01;850;-6;A;America/Winnipeg
5482;Attawapiskat Airport;Attawapiskat;Canada;YAT;CYAT;529.275;-824.319;31;-5;A;America/Toronto
5481;Kangirsuk Airport;Kangirsuk;Canada;YKG;CYAS;600.272;-699.992;403;-5;A;America/Toronto
5480;Kasabonika Airport;Kasabonika;Canada;XKS;CYAQ;535.247;-886.428;672;-5;A;America/Toronto
5479;Fort Frances Municipal Airport;Fort Frances;Canada;YAG;CYAG;486.542;-934.397;1125;-6;A;America/Winnipeg
5478;Cat Lake Airport;Cat Lake;Canada;YAC;CYAC;517.272;-918.244;1344;-6;A;America/Winnipeg
5474;La Tabatiäre Airport;La Tabatiäre;Canada;ZLT;CTU5;508.308;-589.756;102;-4;A;America/Blanc-Sablon
5473;Tàte-Ö-la-Baleine Airport;Tàte-Ö-la-Baleine;Canada;ZTB;CTB6;506.744;-593.836;107;-4;A;America/Blanc-Sablon
5472;Chisasibi Airport;Chisasibi;Canada;YKU;CSU2;538.056;-789.169;43;-5;A;America/Toronto
5471;Poplar Hill Airport;Poplar Hill;Canada;YHP;CPV7;521.133;-942.556;1095;-6;A;America/Winnipeg
5470;Ogoki Post Airport;Ogoki Post;Canada;YOG;CNT3;516.586;-859.017;594;-5;A;America/Toronto
5469;Kingfisher Lake Airport;Kingfisher Lake;Canada;KIF;CNM5;530.125;-898.553;866;-5;A;America/Toronto
5468;Bearskin Lake Airport;Bearskin Lake;Canada;XBE;CNE3;539.656;-910.272;800;-6;A;America/Winnipeg
5467;North Spirit Lake Airport;North Spirit Lake;Canada;YNO;CKQ3;52.49;-929.711;1082;-6;A;America/Winnipeg
5466;Wunnumin Lake Airport;Wunnumin Lake;Canada;WNN;CKL3;528.939;-892.892;819;-5;A;America/Toronto
5465;Wapekeka Airport;Angling Lake;Canada;YAX;CKB6;538.492;-895.794;712;-6;A;America/Winnipeg
5464;Summer Beaver Airport;Summer Beaver;Canada;SUR;CJV7;527.086;-885.419;832;-5;A;America/Toronto
5463;Whatç Airport;Whatç;Canada;YLE;CEM3;631.317;-117.246;882;-7;A;America/Edmonton
5462;Colville Lake Airport;Colville Lake;Canada;YCK;CEB3;670.333;-126.083;850;-7;A;America/Edmonton
5461;Rigolet Airport;Rigolet;Canada;YRG;CCZ2;541.797;-584.575;180;-4;A;America/Halifax
5460;Port Hope Simpson Airport;Port Hope Simpson;Canada;YHA;CCP4;525.281;-562.861;347;-3.5;A;America/St_Johns
5459;St. Lewis (Fox Harbour) Airport;St. Lewis;Canada;YFX;CCK4;523.728;-556.739;74;-3.5;A;America/St_Johns
5458;Williams Harbour Airport;Williams Harbour;Canada;YWM;CCA6;525.669;-557.847;70;-3.5;A;America/St_Johns
5457;Anahim Lake Airport;Anahim Lake;Canada;YAA;CAJ4;524.525;-125.303;3635;-8;A;America/Vancouver
5456;Whistler/Green Lake Water Aerodrome;Whistler;Canada;YWS;CAE5;501.436;-122.949;2100;-8;A;America/Vancouver
6789;St Augustin Airport;St-Augustin;Canada;YIF;CYIF;512.117;-586.583;20;-4;A;America/Blanc-Sablon
6775;Bonaventure Airport;Bonaventure;Canada;YVB;CYVB;480.711;-654.603;123;-5;A;America/Toronto
6738;Bella Coola Airport;Bella Coola;Canada;QBC;CYBD;523.875;-126.596;117;-8;A;America/Vancouver
6728;Tasiujaq Airport;Tasiujaq;Canada;YTQ;CYTQ;586.678;-699.558;122;-5;A;America/Toronto
6727;Puvirnituq Airport;Puvirnituq;Canada;YPX;CYPX;600.506;-772.869;74;-5;A;America/Toronto
7012;Seal Cove Seaplane Base;Prince Rupert;Canada;ZSW;CZSW;543.333;-130.283;0;-8;A;America/Vancouver
7022;Berens River;Berens River;Canada;YBV;CYBV;52.358.889;-97.018.333;728;-6;A;America/Winnipeg
7024;Seaplane Base;Port Simpson;Canada;YPI;CYPI;54.566.667;-130.433.333;0;-8;A;America/Vancouver
7060;Riviere Rouge - Mont-Tremblant International Inc. Airport;Mont-Tremblant;Canada;YTM;CYFJ;46.409.444;-74.78;827;-5;A;America/Toronto
7250;Fox Harbour Airport;Fox Harbour;Canada;;\N;45.87;-63.461.111;62;-4;A;America/Halifax
7251;Natuashish Airport;Natuashish;Canada;;CNH2;55.913.889;-61.184.444;33;-4;A;America/Halifax
7252;Postville Airport;Postville;Canada;YSO;CCD4;54.910.278;-59.785.278;223;-4;A;America/Halifax
7253;Kangiqsujuaq - Wakeham Bay Airport;Kangiqsujuaq;Canada;YWB;CYKG;61.588.611;-71.929.444;501;-5;A;America/Toronto
7254;Alma Airport;Alma;Canada;YTF;CYTF;48.508.611;-71.641.389;449;-5;A;America/Toronto
7255;Havre Saint-Pierre Airport;Havre-Saint-Pierre;Canada;YGV;CYGV;50.281.944;-63.611.389;124;-5;A;America/Toronto
7256;Rimouski Airport;Rimouski;Canada;YXK;CYXK;48.478.056;-68.496.944;82;-5;A;America/Toronto
7259;Tadoule Lake Airport;Tadoule Lake;Canada;XTL;CYBQ;58.706.111;-98.512.222;923;-6;A;America/Winnipeg
7260;Lac Brochet Airport;Lac Brochet;Canada;XLB;CZWH;58.614.167;-101.468.889;1212;-6;A;America/Winnipeg
7261;South Indian Lake Airport;South Indian Lake;Canada;XSI;CZSN;56.792.778;-98.907.222;951;-6;A;America/Winnipeg
7262;Brochet Airport;Brochet;Canada;YBT;CYBT;57.889.444;-101.679.167;1131;-6;A;America/Winnipeg
7263;Little Grand Rapids Airport;Little Grand Rapids;Canada;ZGR;CZGR;52.045;-95.466.111;1008;-6;A;America/Winnipeg
7264;Cross Lake - Charlie Sinclair Memorial Airport;Cross Lake;Canada;YCR;CYCR;54.610.833;-97.760.278;707;-6;A;America/Winnipeg
7265;Red Sucker Lake Airport;Red Sucker Lake;Canada;YRS;CYRS;54.167.222;-93.557.222;729;-6;A;America/Winnipeg
7266;Rainbow Lake Airport;Rainbow Lake;Canada;YOP;CYOP;58.491.389;-119.407.778;1756;-7;A;America/Edmonton
7267;Bonnyville Airport;Bonnyville;Canada;YBY;CYBF;54.304.722;-110.741.111;1839;-7;A;America/Edmonton
7268;Nanaimo Harbour Water Airport;Nanaimo;Canada;ZNA;CAC8;49.183.333;-123.95;0;-8;A;America/Vancouver
7269;Ganges Water Aerodrome;Ganges;Canada;;CAX6;48.85;-123.5;0;-8;A;America/Vancouver
7270;Bedwell Harbour Water Aerdrome;Bedwell Harbour;Canada;;\N;48.75;-123.233.333;0;-8;A;America/Vancouver
7271;Qualicum Beach Airport;Qualicum Beach;Canada;XQU;\N;49.337.222;-124.393.889;191;-8;A;America/Vancouver
7272;Fort St. James - Perison Airport;Fort St. James;Canada;YJM;CYJM;54.397.222;-124.262.778;2364;-8;A;America/Vancouver
7273;Boundary Bay Airport;Boundary Bay;Canada;YDT;CZBB;49.073.889;-1.230.075;6;-8;A;America/Vancouver
7274;Langley Regional Airport;Langley Township;Canada;;CYNJ;49.101.111;-122.630.556;34;-8;A;America/Vancouver
7275;Bella Bella Airport;Bella Bella;Canada;ZEL;CYJQ;52.139.722;-128.063.611;162;-8;A;America/Vancouver
7276;Sechelt Aerodrome;Sechelt-Gibsons;Canada;YHS;\N;49.460.556;-123.718.611;250;-8;A;America/Vancouver
7277;Wekweeti Airport;Wekweeti;Canada;;CFJ2;64.190.833;-114.076.667;1206;-7;A;America/Edmonton
7405;Victoria Cruise Pier;Victoria;Canada;;\N;48.429.144;-123.367.023;0;-8;A;America/Vancouver
7462;Central Railway Station;Montreal;Canada;YMY;\N;45.499.722;-73.566.111;0;-5;A;America/Toronto
7463;Union Station;Toronto;Canada;YBZ;\N;43.645.278;-79.380.556;0;-5;A;America/Toronto
7521;Yarmouth Airport;Yarmouth;Canada;YQI;CYQI;438.269;-660.881;141;-4;A;America/Halifax
7644;Fraser Railroad Station;Fraser BC;Canada;;\N;59.715.517;-135.046.692;2000;-8;U;America/Vancouver
7645;Carcross;Carcross YT;Canada;;\N;6.017.463;-134.698.088;2100;-8;U;America/Vancouver
7762;Nanaimo Train Station;Nanaimo Station British Columbia;Canada;;\N;49.163.978;-123.942.502;92;-8;A;America/Vancouver
7763;Victoria Rail Station British Columbia;Victoria Station British Columbia;Canada;;\N;48.428.339;-123.370.618;75;-8;A;America/Vancouver
7764;Vancouver Cruise Terminal;Vancouver BC;Canada;;\N;49.289.012;-123.111.463;0;-8;A;America/Vancouver
7779;Niagara Falls Station;Niagara Falls;Canada;;NIAG;43.108.802;-7.906.361;0;-5;A;America/New_York
7780;Burlington Airpark;Burlington;Canada;;CZBA;434.425;-79.850.833;602;-5;A;America/Toronto
7806;Kings County Municipal Airport;Waterville;Canada;;CCW3;450.519;-646.517;119;-4;A;America/Halifax
7820;Brampton Airport;Brampton;Canada;;CNC3;437.603;-79.875;935;-5;A;America/Toronto
7844;Toronto Coach Terminal;Toronto;Canada;;TRTO;43.655.996;-7.938.416;0;-5;A;America/Toronto
7845;Montreal Central Bus Station;Montreal;Canada;;MTRL;4.551.527.887;-73.561.427.593;0;-5;A;America/Toronto
7902;Oshawa Airport;Oshawa;Canada;YOO;CYOO;439.228;-78.895;459;-5;A;America/Toronto
7968;Train Station;Ottawa;Canada;XDS;\N;454.164;-756.517;374;-5;A;America/Toronto
7969;Train Station;Belleville;Canada;XVV;\N;441.793;-773.747;315;-5;A;America/Toronto
7970;Train Station;Edmonton;Canada;XZL;\N;535.789;-1.135.307;2208;-7;A;America/Edmonton
7973;Train Station;Churchill;Canada;XAD;\N;5.876.775;-9.417.425;10;-6;A;America/Winnipeg
7974;Train Station;Winnipeg;Canada;XEF;\N;498.889;-971.342;751;-6;A;America/Winnipeg
7975;Kingston VIA Station;Kingston;Canada;;\N;442.572;-7.653.715;282;-5;A;America/Toronto
7987;Mackenzie Airport;Mackenzie British Columbia;Canada;YZY;CYZY;5.529.944;-12.308.333;2264;-8;A;America/Vancouver
8031;Calgary Springbank Airport;Calgary;Canada;YBW;CYBW;511.031;-114.374;3939;-7;A;America/Edmonton
8032;Golden Airport;Golden;Canada;YGE;CYGE;512.992;-116.982;2575;-7;A;America/Edmonton
8033;Revelstoke Airport;Revelstoke;Canada;YRV;CYRV;509.667;-118.183;1459;-8;A;America/Vancouver
8066;Pacific Station;Vancouver;Canada;;\N;492.739;-1.230.986;0;-8;A;America/Vancouver
8071;Kingston Train Station;Kingston;Canada;XEG;KGST;44.256.944;-76.536.943;282;-5;A;America/Toronto
8072;Dorval Railway Station;Dorval;Canada;XAX;\N;45.448.611;-7.374.111;0;-5;A;America/Toronto
8073;Brockville Megabus Stop;Brockville;Canada;;BRKM;446.003;-757.039;0;-5;A;America/Toronto
8074;Brockville VIA Station;Brockville;Canada;;BRKV;445.919;-75.693.343;0;-5;A;America/Toronto
8147;Pembroke Airport;Pembroke;Canada;YTA;CYTA;45.864.399;-77.251.701;529;-5;A;America/Toronto
8149;Suffield Heliport;Suffield;Canada;YSD;CYSD;502.666.701;-111.182.999;2525;-7;A;America/Edmonton
8150;Field 21;Wainwright;Canada;;\N;52.830.601;-111.100.998;2260;-7;A;America/Edmonton
8151;Field 21;Wainwright;Canada;;\N;52.830.601;-111.100.998;2260;-7;A;America/Edmonton
8175;Big Bay Water Aerodrome;Big Bay;Canada;YRR;\N;50.4;-125.133.333;0;-8;A;America/Vancouver
8177;Cornwall Regional Airport;Cornwall;Canada;YCC;CYCC;45.092.778;-74.567.778;175;-5;A;America/Toronto
8216;La Romaine Airport;La Romaine;Canada;;CTT5;50.257.222;-60.669.167;90;-4;A;America/Blanc-Sablon
8217;Kegaska Airport;Kegaska;Canada;ZKG;CTK6;50.195.833;-61.265.833;32;-4;A;America/Blanc-Sablon
8218;Black Tickle Airport;Black Tickle;Canada;YBI;CCE4;53.47;-557.875;57;-4;A;America/Halifax
8223;Trail Airport;Trail;Canada;YZZ;CAD4;49.055.556;-117.609.167;1427;-8;A;America/Vancouver
8224;Victoria Airport Water Aerodrome;Patricia Bay;Canada;;CAP5;48.65;-123.45;0;-8;A;America/Vancouver
8225;Arctic Bay Airport;Arctic Bay;Canada;YAB;CJX7;73.006.389;-85.047.222;72;-6;A;America/Winnipeg
8226;Hope Bay Aerodrome;Hope Bay;Canada;;CHB3;68.163.889;-106.614.444;125;-7;A;America/Edmonton
8355;Keewaywin;Keewaywin;Canada;KEW;CPV8;52.991.111;-92.836.389;988;-6;A;America/Winnipeg
8356;Marathon;Marathon;Canada;YSP;CYSP;48.755.278;-86.344.444;1035;-5;A;America/Toronto
8357;Rene Fontaine;Hearst;Canada;YHF;CYHF;49.713.889;-83.686.944;826;-5;A;America/Toronto
8358;Hornepayne;Hornepayne;Canada;YHN;CYHN;49.193.056;-84.758.889;1099;-5;A;America/Toronto
8359;Kirkland Lake;Kirkland Lake;Canada;YKX;CYKX;48.210.278;-79.981.389;1157;-5;A;America/Toronto
8360;Manitouwadge;Manitouwadge;Canada;YMG;CYMG;49.083.889;-85.860.556;1198;-5;A;America/Toronto
8361;Wawa;Wawa;Canada;YXZ;CYXZ;47.966.944;-84.786.389;944;-5;A;America/Toronto
8362;Manitoulin East;Manitowaning;Canada;YEM;CYEM;458.425;-818.575;869;-5;A;America/Toronto
8363;Slate Falls;Slate Falls;Canada;;CKD9;51.13;-91.665.556;1355;-6;A;America/Winnipeg
8364;Collingwood;Collingwood;Canada;;CNY3;44.449.167;-80.158.333;730;-5;A;America/Toronto
8365;Brantford;Brantford;Canada;YFD;CYFD;43.131.389;-803.425;815;-5;A;America/Toronto
8403;One Hundred Mile House Airport;One Hundred Mile House;Canada;;CAV3;513.833;-1.211.825;3055;-8;A;America/Vancouver
8404;South Cariboo Regional Airport;108 Mile Ranch;Canada;ZML;CZML;514.412;-1.211.958;3129;-8;A;America/Vancouver
8423;Gimli Industrial Park Airport;Gimli;Canada;YGM;CYGM;50.628.056;-97.043.333;753;-6;A;America/Winnipeg
8424;Matheson Island Airport;Matheson Island;Canada;;\N;51.732.222;-96.934.444;725;-6;A;America/Winnipeg
8425;Matheson Island Airport;Matheson Island;Canada;;\N;51.732.222;-96.934.444;725;-6;A;America/Winnipeg
8426;Matheson Island Airport;Matheson Island;Canada;;CJT2;51.732.222;-96.934.444;725;-6;A;America/Winnipeg
8471;High River Regional Airport;High River;Canada;;\N;503.333;-113.833;3431;-7;A;America/Edmonton
8477;Bob Quinn Lake;Bob Quinn Lake;Canada;YBO;CBW4;56.58;-130.5;50;-8;U;America/Vancouver
8598;All Airports;Montreal;Canada;YMQ;\N;45.508.611;-73.553.889;53;-5;A;America/Toronto
8599;All Airports;Toronto;Canada;YTO;\N;43.653.056;-79.383.056;302;-5;A;America/Toronto
8663;Trois Rivieres Airport;Trois Rivieres;Canada;YRQ;CYRQ;46.351.667;-72.680.556;199;-5;A;America/Toronto
8697;Bogande Airport;Bogande;Canada;XBG;\N;48.329.498;-70.995.697;531;-5;A;America/Toronto
8730;Yarmouth Ferry Terminal;Yarmouth NS;Canada;;\N;43.833.227;-66.122.653;0;-4;A;America/Halifax
8963;Bromont Airport;Bromont;Canada;ZBM;CZBM;45.290.833;-72.741.944;374;-5;A;America/Toronto
8836;CNC4;Guelph;Canada;;\N;43.563.889;-80.196.111;1100;-5;A;America/Toronto
8837;CNC4;Geulph;Canada;;\N;43.563.889;-80.196.111;1100;-5;A;America/Toronto
8904;Albian Aerodrome;Wood Buffalo;Canada;JHL;\N;57.223.889;-111.418.889;1048;-7;A;America/Edmonton
9050;Burlington GO Station;Burlington;Canada;;\N;433.408.282;-798.093.881;243;-5;A;America/Toronto
9051;Niagra Falls Railway Station;Niagra Falls;Canada;;\N;431.088;-790.634;521;-5;A;America/New_York
9074;Lagoon Cove water aerodrome;Lagoon Cove;Canada;;\N;50.6;-1.263.167;0;-8;A;America/Vancouver
9077;Echo Bay water aerodrome;Echo Bay;Canada;;\N;50.45;-126.29;0;-8;A;America/Vancouver
9078;Kingcome water aerodrome;Kingcome;Canada;;\N;50.58;-128.11;0;-8;A;America/Vancouver
9084;Fort McMurray - Mildred Lake Airport;Fort McMurray;Canada;NML;\N;57.055.599;-111.573.997;1046;-7;A;America/Edmonton
9088;Cochrane;Cochrane;Canada;YCN;CYCN;49.106.667;-81.015.278;852;-5;A;America/Toronto
9111;Billings field;Essex;Canada;;\N;42.199;-82.465;650;-5;U;America/Toronto
9194;Toronto Union Station;Toronto;Canada;;\N;43.645.278;-79.380.556;249;-5;A;America/Toronto
9195;Windsor Station;Windsor;Canada;;\N;423.254;-830.092;623;-5;A;America/Toronto
9223;Tobermory Dock;Tobermory;Canada;;\N;452.578.121;-816.637.838;1335;-5;A;America/Toronto
9224;South Baymouth Docks;South Baymouth;Canada;;\N;455.564.479;-820.071.535;1335;-5;A;America/Toronto
9231;York Mills GO Bus Terminal;York Mills;Canada;;\N;43.745;-79.406.389;449;-5;A;America/Toronto
9236;Lake Simcoe;Barrie-Orillia;Canada;YLS;CYLS;44.487.778;-79.559.444;972;-5;A;America/Toronto
9237;Huronia;Midland;Canada;YEE;CYEE;44.684.722;-79.929.167;773;-5;A;America/Toronto
9238;Markham;Markham;Canada;NU8;CNU8;43.935.278;-79.263.333;807;-5;A;America/Toronto
9239;Stanhope;Haliburton;Canada;ND4;CND4;45.110.833;-78.64;1066;-5;A;America/Toronto
9240;Lindsay;Lindsay;Canada;NF4;CNF4;44.364.722;-78.783.889;895;-5;A;America/Toronto
9241;Niagara District;Saint Catherines;Canada;YCM;CYSN;43.191.667;-79.171.111;321;-5;A;America/Toronto
9243;Edenvale;Edenvale;Canada;;CNV8;44.438.889;-79.965.278;718;-5;A;America/Toronto
9244;Orillia;Orillia;Canada;;CNJ4;44.683.333;-79.316.667;725;-5;A;America/Toronto
9245;Holland Landing;Holland Landing;Canada;;CLA4;44.089.444;-79.495;855;-5;A;America/Toronto
9246;Kent;Chatham;Canada;XCM;CNZ3;42.306.111;-82.081.667;645;-5;A;America/Toronto
9247;Parry Sound;Parry Sound;Canada;YPD;CNK4;45.253.889;-79.827.778;830;-5;A;America/Toronto
9248;Saugeen;Hanover;Canada;;CYHS;44.158.056;-81.063.333;940;-5;A;America/Toronto
9299;Lincolnville GO Station;Lincolnville;Canada;;\N;43.995.278;-79.233.333;873;-5;A;America/Toronto
9343;London Railway Station;London;Canada;;\N;429.819;-812.464;0;-5;A;America/Toronto
9345;Kitchener Bus Terminal;Kitchener;Canada;;\N;4.344.968;-8.049.222;1083;-5;A;America/Toronto
9346;Gare du Palais;Quebec;Canada;;\N;468.174;-712.139;13;-5;A;America/Toronto
9366;Kettle Falls Lodge;Minaki;Canada;;\N;50.349.812;-94.583.456;180;-6;A;America/Winnipeg
9430;Olds Didsbury Airport;Didsbury;Canada;;\N;51.710.833;-114.106.111;3360;-7;A;America/Edmonton
9431;Sundre Airport;Sundre;Canada;;\N;51.774.722;-114.680.833;3663;-7;A;America/Edmonton
9491;Phantom Lake;Phantom Lake;Canada;;\N;49.859.473;-123.494.509;3386;-8;A;America/Vancouver
9535;Ganges Water Aerodrome;Ganges;Canada;YGG;\N;48.85;-123.5;0;-8;A;America/Vancouver
9536;Pender Harbour Water Aerodrome;Pender Harbour;Canada;YPT;\N;49.616.667;-124.016.667;0;-8;A;America/Vancouver
9537;Mansons Landing Water Aerodrome;Mansons Landing;Canada;YMU;\N;50.066.667;-124.983.333;0;-8;A;America/Vancouver
9538;Port McNeill Airport;Port McNeill;Canada;YMP;\N;50.575.556;-127.028.611;225;-8;A;America/Vancouver
9539;Sullivan Bay Water Aerodrome;Sullivan Bay;Canada;YTG;\N;50.883.333;-126.833.333;0;-8;A;America/Vancouver
